"Main ID","Incident ID","Incident Type","Region of Incident","Incident Date","Incident Year",Month,"Number of Dead","Minimum Estimated Number of Missing","Total Number of Dead and Missing","Number of Survivors","Number of Females","Number of Males","Number of Children","Country of Origin","Region of Origin","Cause of Death","Country of Incident","Migration Route","Location of Incident",Coordinates,"UNSD Geographical Grouping","Information Source",URL,"Source Quality"
2019.MMP00140,2019.MMP00140,Incident,"Central America",2019-02-03,2019,February,1,0,1,4,,1,,Guatemala,"Central America",Violence,Mexico,,"KM 22 Highway Tenosique-El Ceibo, near Emiliano Zapata, Tabasco, Mexico","17.7281699, -91.7589941","Central America","Migrant Shelter La 72",https://bit.ly/2GtM2mQ,4
2019.MMP00141,2019.MMP00141,Incident,Europe,2019-02-03,2019,February,1,0,1,,,1,,Algeria,"Northern Africa","Vehicle accident / death linked to hazardous transport","Bosnia and Herzegovina","Western Balkans","Hospital in Velika Kladusa, Una-Sana, Bosnia and Herzegovina, after being run over by a car on a road near the border with Croatia","45.1838373, 15.8065454","Southern Europe","eldiario.es, Ministry of Internal Affairs of Una-Sana Canton ",https://bit.ly/2GT8uWZ,4
2019.MMP00142,2019.MMP00142,Incident,"Western Africa",2019-02-03,2019,February,1,0,1,1,,1,,Unknown,"Sub-Saharan Africa (P)","Sickness / lack of access to adequate healthcare","Côte d'Ivoire",,"Yamoussoukro, Côte d'Ivoire","6.764231, -5.249555","Western Africa","Mixed Migration Monitoring Mechanism Initiative (4Mi)",http://www.mixedmigration.org/4mi/,2
2019.MMP00143,2019.MMP00143,Incident,"Western Africa",2019-02-04,2019,February,1,0,1,1,,,,Unknown,"Sub-Saharan Africa (P)","Mixed or unknown",Niger,"Sahara Desert crossing","Niamey, Niger","13.561406, 2.160966","Western Africa","Mixed Migration Monitoring Mechanism Initiative (4Mi)",http://www.mixedmigration.org/4mi/,2
2019.MMP00144,2019.MMP00144,Incident,"Central America",2019-02-04,2019,February,1,0,1,,,1,,Unknown,"Latin America / Caribbean (P)",Drowning,Mexico,"US-Mexico border crossing","Río Bravo, near Guardados de Arriba, Miguel Alemán, Tamaulipas, Mexico","26.378453484, -98.956549231","Central America","El Mañana",https://bit.ly/2DXHB2c,1
2019.MMP00145,2019.MMP00145,Incident,"Northern Africa",2019-02-04,2019,February,1,0,1,,,,,"Côte d'Ivoire","Western Africa","Harsh environmental conditions / lack of adequate shelter, food, water",Morocco,,"Roubane, Morocco-Algeria border, near Oujda, Morocco","34.705746118, -1.775936609","Northern Africa","Alarm Phone Sahara",https://www.facebook.com/AlarmePHONESahara/posts/1998083073834939 https://bit.ly/2SGznU1,4
2019.MMP00146,2019.MMP00146,Incident,"Northern Africa",2019-02-05,2019,February,3,0,3,25,,1,,Unknown,"Sub-Saharan Africa (P)","Vehicle accident / death linked to hazardous transport",Morocco,,"Road in Driouech, Nador, Morocco","34.9603783, -3.380756397","Northern Africa","Ali Zoubeidi, Rue20",https://bit.ly/2TCNIy3,3
2019.MMP00147,2019.MMP00147,Incident,Europe,2019-02-05,2019,February,1,0,1,1,,1,,Unknown,"Western / Southern Asia (P)","Accidental death","Bosnia and Herzegovina","Western Balkans","Building in Prijedorska street, Sarajevo, Bosnia and Herzegovina","43.8453737, 18.3691935","Southern Europe","Europa Press",https://bit.ly/2Ddj2MW,1
2019.MMP00148,2019.MMP00148,Incident,"Northern Africa",2019-02-05,2019,February,1,0,1,,,1,,Unknown,Unknown,"Sickness / lack of access to adequate healthcare",Libya,"Sahara Desert crossing","Umm Al Aranib, Libya","26.140951, 14.735026","Northern Africa","Mixed Migration Monitoring Mechanism Initiative (4Mi)",http://www.mixedmigration.org/4mi/,2
2019.MMP00149,2019.MMP00149,Incident,"Eastern Africa",2019-02-06,2019,February,1,0,1,1,,1,,Unknown,"Eastern Africa (P)",Violence,Somalia,"Eastern Route to/from EHOA","Moqor, Somalia","0.934217, 43.5606946","Eastern Africa","IOM Somalia",,4
2019.MMP00150,2019.MMP00150,Incident,Mediterranean,2019-02-06,2019,February,1,0,1,,,1,,Algeria,"Northern Africa",Drowning,Algeria,"Central Mediterranean","Body recovered on Plage El Djebel, between El Kala and Messida, wilaya of El Tarf, Algeria","36.902592327, 8.477123271",Uncategorized,"El Watan, Interlignes, Algérie 360",http://bit.ly/2XuWd0y http://bit.ly/2EyL0U0 http://bit.ly/2SJhIXY,3
2019.MMP00151,2019.MMP00151,Incident,Mediterranean,2019-02-06,2019,February,1,2,3,42,,,,Unknown,"Sub-Saharan Africa (P)",Drowning,Morocco,"Western Mediterranean","Unspecified location in the Gibraltar Strait, off the coast of Tangiers, Morocco","35.866177999, -5.87896776",Uncategorized,"Caminando Fronteras",https://bit.ly/2GrSUkA https://bit.ly/2DYWfpP,4
2019.MMP00153,2019.MMP00153,Incident,Europe,2019-02-07,2019,February,1,0,1,,,1,,Togo,"Western Africa","Harsh environmental conditions / lack of adequate shelter, food, water",France,"Italy to France","Highway RN 94 between Briançon and Montgenèvre, near Val-des-Près, Hautes-Alpes, France","44.920683174, 6.673599624","Western Europe","Ouest-France, La Provence, La Reppublica",https://bit.ly/2SwKkb0 https://bit.ly/2GuEPDe https://bit.ly/2TBu0Tz,3
2019.MMP00154,2019.MMP00154,Incident,"Central America",2019-02-07,2019,February,1,0,1,,,1,,Unknown,"Latin America / Caribbean (P)",Drowning,Mexico,"US-Mexico border crossing","Río Bravo, near Las Piedritas, Camargo, Tamaulipas, Mexico","26.365378242, -98.813139597","Central America","La Tarde",https://bit.ly/2UQfBTy,1
2019.MMP00155,2019.MMP00155,Incident,"Central America",2019-02-07,2019,February,1,0,1,,,1,,Unknown,"Latin America / Caribbean (P)",Violence,Mexico,,"Bulevar Nazario Ortiz, Colonia Virreyes Residencial, Saltillo, Coahuila, Mexico","25.463711664, -100.97989845","Central America","Vanguardia, El Siglo deTorreón",https://bit.ly/2I33j8Z https://bit.ly/2DxJWzc,3
2019.MMP00156,2019.MMP00156,Incident,"North America",2019-02-07,2019,February,1,0,1,,,1,,Unknown,"Latin America / Caribbean (P)","Mixed or unknown","United States of America","US-Mexico border crossing","Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","32.7855, -112.5682","Northern America","Pima County Office of the Medical Examiner (PCOME)",http://www.humaneborders.info/app/mapa.asp,5
2019.MMP00157,2019.MMP00157,Incident,"Western Africa",2019-02-07,2019,February,2,0,2,,1,1,,Unknown,"Sub-Saharan Africa (P)","Sickness / lack of access to adequate healthcare",Niger,"Sahara Desert crossing","Unspecified location, Niger","21.37762, 11.384345","Western Africa","Mixed Migration Monitoring Mechanism Initiative (4Mi)",http://www.mixedmigration.org/4mi/,2
2019.MMP00158,2019.MMP00158,Incident,Europe,2019-02-08,2019,February,1,0,1,,,,1,Unknown,Unknown,"Harsh environmental conditions / lack of adequate shelter, food, water",Croatia,"Western Balkans","Vodni dol forest area, south of Pasjak/Rupa border crossing, Croatia","45.4405071, 14.1943098","Southern Europe","Police Administration Primorje-Gorski kotar County, TV Istria, N1 news portal, Net.hr news portal, Vijesti.hr news portal",https://bit.ly/2E2WBf0 https://bit.ly/2SI5nY1 https://bit.ly/2TJzs6I https://bit.ly/2DDbraX https://bit.ly/2SETUbM,5
2019.MMP00159,2019.MMP00159,Incident,"Western Africa",2019-02-08,2019,February,3,0,3,1,,1,1,Unknown,"Sub-Saharan Africa (P)","Vehicle accident / death linked to hazardous transport","Côte d'Ivoire",,"Ayame, Côte d'Ivoire","5.600909, -3.161187","Western Africa","Mixed Migration Monitoring Mechanism Initiative (4Mi)",http://www.mixedmigration.org/4mi/,2
2019.MMP00160,2019.MMP00160,Incident,"Northern Africa",2019-02-08,2019,February,14,0,14,2,,2,2,Unknown,"Sub-Saharan Africa (P)","Vehicle accident / death linked to hazardous transport",Algeria,"Sahara Desert crossing","Unspecified location in Algeria","20.050684, 5.543735","Northern Africa","Mixed Migration Monitoring Mechanism Initiative (4Mi)",http://www.mixedmigration.org/4mi/,2
2019.MMP00161,2019.MMP00161,Incident,"Northern Africa",2019-02-08,2019,February,7,0,7,,,7,,Unknown,"Sub-Saharan Africa (P)",Violence,Algeria,"Sahara Desert crossing","Unspecified location in Algeria","20.050684, 5.543735","Northern Africa","Mixed Migration Monitoring Mechanism Initiative (4Mi)",http://www.mixedmigration.org/4mi/,2
2019.MMP00162,2019.MMP00162,Incident,"Western Africa",2019-02-08,2019,February,4,0,4,1,,1,,Unknown,"Sub-Saharan Africa (P)","Mixed or unknown",Mali,"Sahara Desert crossing","Bambara Maoudé, near Timbuktu, Mali","15.843984, -2.786168","Western Africa","Mixed Migration Monitoring Mechanism Initiative (4Mi)",http://www.mixedmigration.org/4mi/,2
2019.MMP00163,2019.MMP00163,Incident,"Western Africa",2019-02-08,2019,February,1,0,1,,,1,,Unknown,"Sub-Saharan Africa (P)","Sickness / lack of access to adequate healthcare",Mali,,"Bamako, Mali","12.699137, -8.023181","Western Africa","Mixed Migration Monitoring Mechanism Initiative (4Mi)",http://www.mixedmigration.org/4mi/,2
2019.MMP00164,2019.MMP00164,Incident,"Western Africa",2019-02-08,2019,February,2,0,2,,,2,2,Unknown,"Sub-Saharan Africa (P)","Vehicle accident / death linked to hazardous transport",Mali,,"Bamako, Mali","12.699137, -8.023181","Western Africa","Mixed Migration Monitoring Mechanism Initiative (4Mi)",http://www.mixedmigration.org/4mi/,2
2019.MMP00165,2019.MMP00165,Incident,"Western Africa",2019-02-09,2019,February,1,0,1,,,1,,Unknown,"Sub-Saharan Africa (P)","Sickness / lack of access to adequate healthcare","Burkina Faso",,"Between Koutiala, Mali and Bobo-Dioulasso, Burkina Faso","12.065762, -4.678001","Western Africa","Mixed Migration Monitoring Mechanism Initiative (4Mi)",http://www.mixedmigration.org/4mi/,2
2019.MMP00166,2019.MMP00166,Incident,Mediterranean,2019-02-09,2019,February,2,3,5,13,,,,Unknown,Mixed,Drowning,Algeria,"Western Mediterranean","13 nautical miles off the coast of Kristel, commune de Gdyel, province of Oran, Algeria","35.850585779, -0.543309023",Uncategorized,"Algérie360, El Watan, Huffington Post Maghreb",https://bit.ly/2GAMNuA https://bit.ly/2Bp20vl https://bit.ly/2E4Fppu,3
2019.MMP00167,2019.MMP00167,Incident,"Northern Africa",2019-02-09,2019,February,3,0,3,,1,1,,Unknown,Unknown,"Mixed or unknown",Libya,"Sahara Desert crossing","Unspecified location in the desert, Libya","25.499053, 16.317201","Northern Africa","Mixed Migration Monitoring Mechanism Initiative (4Mi)",http://www.mixedmigration.org/4mi/,2
2019.MMP00168,2019.MMP00168,Incident,"Northern Africa",2019-02-09,2019,February,1,0,1,,1,,,Unknown,Unknown,"Mixed or unknown",Libya,,"Tripoli, Libya","32.89534, 13.18105","Northern Africa","Mixed Migration Monitoring Mechanism Initiative (4Mi)",http://www.mixedmigration.org/4mi/,2
2019.MMP00169,2019.MMP00169,Incident,"Northern Africa",2019-02-09,2019,February,2,0,2,,2,,,Unknown,Unknown,"Mixed or unknown",Libya,"Sahara Desert crossing","Unspecified location, Libya","25.499053, 16.317201","Northern Africa","Mixed Migration Monitoring Mechanism Initiative (4Mi)",http://www.mixedmigration.org/4mi/,2
2019.MMP00170,2019.MMP00170,Incident,"Northern Africa",2019-02-09,2019,February,1,0,1,,,1,,Unknown,Unknown,Violence,Libya,"Sahara Desert crossing","Kufra, Libya","23.848018, 21.993292","Northern Africa","Mixed Migration Monitoring Mechanism Initiative (4Mi)",http://www.mixedmigration.org/4mi/,2
2019.MMP00171,2019.MMP00171,Incident,"Northern Africa",2019-02-10,2019,February,1,0,1,,,1,,Unknown,Unknown,"Harsh environmental conditions / lack of adequate shelter, food, water",Libya,"Sahara Desert crossing","Unspecified location in the desert, Libya","25.131601, 13.559627","Northern Africa","Mixed Migration Monitoring Mechanism Initiative (4Mi)",http://www.mixedmigration.org/4mi/,2
2019.MMP00172,2019.MMP00172,Incident,"Northern Africa",2019-02-10,2019,February,16,0,16,2,,1,1,Unknown,"Sub-Saharan Africa (P)","Mixed or unknown",Libya,"Sahara Desert crossing","Unspecified location on the Tunisia-Libya border","30.78197416, 10.345973083","Northern Africa","Mixed Migration Monitoring Mechanism Initiative (4Mi)",http://www.mixedmigration.org/4mi/,2
2019.MMP00173,2019.MMP00173,Incident,"Western Asia",2019-02-10,2019,February,2,0,2,,,,,"Syrian Arab Republic","Western Asia",Violence,"Syrian Arab Republic","Syria to Türkiye","Syria-Türkiye border, Idlib province, Syria","36.110767147, 36.380033823","Western Asia","Syrian Observatory for Human Rights",http://www.syriahr.com/en/?p=116049,4
2019.MMP00174,2019.MMP00174,Incident,"Western Africa",2019-02-11,2019,February,4,0,4,1,,1,,Unknown,"Sub-Saharan Africa (P)","Mixed or unknown","Burkina Faso","Sahara Desert crossing","Oursi, Burkina Faso, near border with Mali","14.67917, -0.468035","Western Africa","Mixed Migration Monitoring Mechanism Initiative (4Mi)",http://www.mixedmigration.org/4mi/,2
2019.MMP00175,2019.MMP00175,Incident,Mediterranean,2019-02-11,2019,February,,3,3,9,,,,Unknown,"Sub-Saharan Africa (P)",Drowning,Morocco,"Western Mediterranean","Unspecified location off the coast of Tangiers, Morocco (Strait of Gibraltar)","35.876466418, -5.81271291",Uncategorized,"Alarm Phone",http://bit.ly/2CEUVaB,4
2019.MMP00176,2019.MMP00176,Incident,"North America",2019-02-11,2019,February,1,0,1,,,1,,Unknown,"Latin America / Caribbean (P)","Mixed or unknown","United States of America","US-Mexico border crossing","Cage ranch, near US Highway 281, southwest of Falfurrias, Brooks County, Texas, USA","27.0839226, -98.1827426","Northern America","Brooks County Sheriff's Office",https://bit.ly/2BLavRs,5
2019.MMP00177,2019.MMP00177,Incident,"Middle Africa",2019-02-11,2019,February,2,0,2,,,2,,Unknown,Unknown,"Sickness / lack of access to adequate healthcare",Chad,"Sahara Desert crossing","Unspecified location, Chad","18.732206, 15.454166","Middle Africa","Mixed Migration Monitoring Mechanism Initiative (4Mi)",http://www.mixedmigration.org/4mi/,2
2019.MMP00178,2019.MMP00178,Incident,"Western Africa",2019-02-11,2019,February,1,0,1,,,1,,Unknown,"Sub-Saharan Africa (P)","Vehicle accident / death linked to hazardous transport",Niger,"Sahara Desert crossing","Agadez, Niger","16.97314, 7.98974","Western Africa","Mixed Migration Monitoring Mechanism Initiative (4Mi)",http://www.mixedmigration.org/4mi/,2
2019.MMP00179,2019.MMP00179,Incident,"Western Africa",2019-02-12,2019,February,3,0,3,,,3,1,Unknown,"Sub-Saharan Africa (P)",Violence,"Burkina Faso","Sahara Desert crossing","Malbo, Dori, Burkina Faso, near border with Mali","13.901389, -0.178889","Western Africa","Mixed Migration Monitoring Mechanism Initiative (4Mi)",http://www.mixedmigration.org/4mi/,2
2019.MMP00180,2019.MMP00180,Incident,"Northern Africa",2019-02-13,2019,February,1,0,1,,,1,,Unknown,"Sub-Saharan Africa (P)","Mixed or unknown",Libya,"Sahara Desert crossing","Unspecified location in the Sahara desert, Libya","23.853192, 18.951927","Northern Africa","Mixed Migration Monitoring Mechanism Initiative (4Mi)",http://www.mixedmigration.org/4mi/,2
2019.MMP00181,2019.MMP00181,Incident,"Central America",2019-02-13,2019,February,,1,1,1,,1,,Honduras,"Central America",Drowning,Mexico,"US-Mexico border crossing","Río Bravo, near International Bridge Reynosa-Hidalgo, Tamaulipas, Mexico","26.094483422, -98.270738236","Central America","El Mañana, Hora Cero",https://bit.ly/2TL8ITj https://bit.ly/2tkUcpN,3
2019.MMP00182,2019.MMP00182,Incident,"Central America",2019-02-13,2019,February,1,0,1,7,,1,,Mexico,"Central America","Vehicle accident / death linked to hazardous transport",Mexico,,"Highway Morelia-Salamanca, near Cuitzeo, Michoacán, Mexico","19.984811632, -101.150053344","Central America","MVS Noticias",https://bit.ly/2GqGZEM,1
2019.MMP00183,2019.MMP00183,Incident,Mediterranean,2019-02-13,2019,February,,1,1,51,,,,Afghanistan,"Southern Asia",Drowning,Greece,"Eastern Mediterranean","Off the coast of Tsonia, Lesvos, Greece","39.417612221, 26.393699501",Uncategorized,"Hellenic Coast Guard via IOM Greece, Aegean Boat Report, Ekathimerini",http://hcg.gr/node/19584,4
2019.MMP00184,2019.MMP00184,Incident,"Western Africa",2019-02-14,2019,February,1,0,1,,,,,Unknown,"Sub-Saharan Africa (P)","Sickness / lack of access to adequate healthcare",Mali,,"Koro, Mali","14.081062, -3.082222","Western Africa","Mixed Migration Monitoring Mechanism Initiative (4Mi)",http://www.mixedmigration.org/4mi/,2
2019.MMP00185,2019.MMP00185,Incident,"North America",2019-02-14,2019,February,1,0,1,,,1,,Unknown,"Latin America / Caribbean (P)",Drowning,"United States of America","US-Mexico border crossing","Rio Bravo, between International Bridge 1 and 2, near Eagle Pass, Maverick County, Texas, USA","28.70036057, -100.510757707","Northern America","US Border Patrol",https://bit.ly/2NcNdIN,5
2019.MMP00186,2019.MMP00186,Incident,Mediterranean,2019-02-14,2019,February,1,0,1,,,1,,Morocco,"Northern Africa","Vehicle accident / death linked to hazardous transport",Spain,"Western Mediterranean","Port of Ceuta, Spain","35.893361197, -5.320987701",Uncategorized,"20 Minutos",https://bit.ly/2GTySj8,3
2019.MMP00187,2019.MMP00187,Incident,Mediterranean,2019-02-14,2019,February,3,0,3,,,,,Unknown,Unknown,Drowning,Libya,"Central Mediterranean","Bodies recovered in Al-Thalathin, Sirte, Libya","31.207914878, 16.508365237",Uncategorized,"IOM Libya",http://www.addresslibya.com/en/archives/41592,4
2019.MMP00188,2019.MMP00188,Incident,"North America",2019-02-14,2019,February,1,0,1,,,,,Unknown,"Latin America / Caribbean (P)","Mixed or unknown","United States of America","US-Mexico border crossing","Cage ranch, near US Highway 281, southwest of Falfurrias, Brooks County, Texas, USA","27.0663108, -98.1668337","Northern America","Webb County Medical Examiner",https://bit.ly/2BLavRs,5
2019.MMP00189,2019.MMP00189,Incident,"Western Africa",2019-02-14,2019,February,2,0,2,,,2,1,Unknown,"Sub-Saharan Africa (P)","Vehicle accident / death linked to hazardous transport",Niger,"Sahara Desert crossing","Unspecified location, Niger","22.741991, 12.592819","Western Africa","Mixed Migration Monitoring Mechanism Initiative (4Mi)",http://www.mixedmigration.org/4mi/,2
2019.MMP00190,2019.MMP00190,Incident,"Western Africa",2019-02-16,2019,February,1,0,1,,1,,,Unknown,"Sub-Saharan Africa (P)","Sickness / lack of access to adequate healthcare",Niger,"Sahara Desert crossing","Agadez, Niger","16.97314, 7.98974","Western Africa","Mixed Migration Monitoring Mechanism Initiative (4Mi)",http://www.mixedmigration.org/4mi/,2
2019.MMP00191,2019.MMP00191,Incident,"Western Africa",2019-02-16,2019,February,1,0,1,,,1,,Unknown,"Sub-Saharan Africa (P)","Sickness / lack of access to adequate healthcare",Niger,"Sahara Desert crossing","Agadez, Niger","16.97314, 7.98974","Western Africa","Mixed Migration Monitoring Mechanism Initiative (4Mi)",http://www.mixedmigration.org/4mi/,2
2019.MMP00192,2019.MMP00192,Incident,"Northern Africa",2019-02-16,2019,February,3,0,3,,1,1,,Unknown,Unknown,"Mixed or unknown",Libya,"Sahara Desert crossing","Sabha, Libya","27.02249, 14.44099","Northern Africa","Mixed Migration Monitoring Mechanism Initiative (4Mi)",http://www.mixedmigration.org/4mi/,2
